,Unnamed: 0,game_id,player_id,civilization,won,victory_type,score,cities,population,territory,gold,gold_per_turn,happiness_percentage,science_per_turn,culture_per_turn,faith_per_turn,tourism_per_turn,technologies,chosen_ancient_policy,predicted_ancient_policy
723,723,31a5826d-0b38-41f9-a5aa-12e8a9d7f534,4,Morocco,False,Diplomatic,96,1,6,13,24,3.0,100,8,6,0,0,4,Tradition,Tradition
724,724,31e0badf-2e22-47e5-a13a-1e410ded0ab0,1,Denmark,False,Domination,117,1,7,17,67,3.0,92,9,3,2,0,5,Authority,Tradition
725,725,31e0badf-2e22-47e5-a13a-1e410ded0ab0,2,Persia,True,Domination,91,1,4,9,23,8.0,100,7,3,3,0,4,Authority,Authority
726,726,31e0badf-2e22-47e5-a13a-1e410ded0ab0,3,Rome,False,Domination,98,1,6,9,44,4.0,100,8,3,0,0,4,Authority,Tradition
727,727,31e0badf-2e22-47e5-a13a-1e410ded0ab0,4,The Celts,False,Domination,92,1,4,9,24,6.0,100,7,3,2,0,4,Progress,Authority
728,728,32a6fe67-ac5b-47ab-b293-a55f735655d0,1,Songhai,False,Domination,115,1,7,17,14,7.0,100,8,3,0,0,5,Authority,Authority
729,729,32a6fe67-ac5b-47ab-b293-a55f735655d0,2,The Shoshone,False,Domination,102,1,5,17,14,7.0,100,7,3,2,0,4,Progress,Progress
730,730,32a6fe67-ac5b-47ab-b293-a55f735655d0,3,The Huns,True,Domination,98,1,5,17,126,3.0,100,7,3,2,0,3,Authority,Authority
731,731,32a6fe67-ac5b-47ab-b293-a55f735655d0,4,India,False,Domination,109,1,8,17,59,8.0,87,10,8,3,0,4,Tradition,Authority
732,732,33354ddf-22ad-478b-a352-4f0345634bb0,1,The Aztecs,True,Domination,116,2,5,20,72,10.0,100,7,3,3,0,4,Authority,Authority
733,733,33354ddf-22ad-478b-a352-4f0345634bb0,2,Venice,False,Domination,90,1,5,9,61,8.0,100,7,3,2,0,4,Progress,Tradition
734,734,33354ddf-22ad-478b-a352-4f0345634bb0,3,Morocco,False,Domination,100,1,6,13,39,3.0,100,8,6,2,0,4,Tradition,Authority
735,735,33354ddf-22ad-478b-a352-4f0345634bb0,4,Ethiopia,False,Domination,97,1,4,13,22,8.0,100,7,3,4,0,4,Progress,Authority
736,736,336ba665-2e6d-43a1-82d6-6d6928da3744,1,Mongolia,False,Domination,97,1,5,9,28,4.0,100,7,3,1,0,5,Authority,Tradition
737,737,336ba665-2e6d-43a1-82d6-6d6928da3744,2,The Celts,True,Domination,89,1,3,13,66,3.0,100,7,4,2,0,3,Progress,Authority
738,738,336ba665-2e6d-43a1-82d6-6d6928da3744,3,Assyria,False,Domination,94,1,6,9,45,3.0,100,8,4,0,0,4,Authority,Tradition
739,739,336ba665-2e6d-43a1-82d6-6d6928da3744,4,China,False,Domination,113,1,8,17,81,7.0,93,8,7,2,0,5,Tradition,Authority
740,740,33dd640c-f7d5-49d8-ab2f-d305f6b5b692,1,Portugal,False,Domination,99,1,5,13,14,8.0,100,7,3,0,0,4,Progress,Tradition
741,741,33dd640c-f7d5-49d8-ab2f-d305f6b5b692,2,Mongolia,True,Domination,99,1,4,13,39,3.0,100,7,3,2,0,4,Authority,Progress
742,742,33dd640c-f7d5-49d8-ab2f-d305f6b5b692,3,Arabia,False,Domination,85,1,4,9,29,5.0,100,7,3,2,0,3,Progress,Authority
743,743,33dd640c-f7d5-49d8-ab2f-d305f6b5b692,4,India,False,Domination,97,1,5,13,37,7.0,100,7,5,3,0,4,Tradition,Authority
744,744,345b982f-defd-4b5e-b33a-d752f81cbaf5,1,The Celts,False,Domination,90,1,4,13,11,3.0,100,7,3,2,0,3,Progress,Authority
745,745,345b982f-defd-4b5e-b33a-d752f81cbaf5,2,Egypt,False,Domination,92,1,4,9,85,4.0,100,7,3,2,0,4,Progress,Tradition
746,746,345b982f-defd-4b5e-b33a-d752f81cbaf5,3,Spain,True,Domination,97,1,4,9,104,4.0,100,7,3,3,0,5,Authority,Authority
747,747,345b982f-defd-4b5e-b33a-d752f81cbaf5,4,England,False,Domination,100,1,5,9,31,6.0,100,7,3,2,0,5,Authority,Tradition
748,748,34630fd4-6e24-4ed8-b43f-cc5a9bd7ca73,1,Carthage,False,Domination,96,1,5,9,85,8.0,100,7,3,0,0,4,Progress,Authority
749,749,34630fd4-6e24-4ed8-b43f-cc5a9bd7ca73,2,Brazil,False,Domination,94,1,5,9,51,7.0,100,7,6,2,0,4,Tradition,Authority
750,750,34630fd4-6e24-4ed8-b43f-cc5a9bd7ca73,3,Songhai,True,Domination,103,1,5,13,195,2.0,100,8,4,2,0,5,Authority,Authority
751,751,34630fd4-6e24-4ed8-b43f-cc5a9bd7ca73,4,The Netherlands,False,Domination,96,1,6,9,13,9.0,100,8,9,0,0,4,Tradition,Progress
752,752,347dbcf4-b50d-48e0-a81c-94ce6fc20784,1,The Iroquois,True,Diplomatic,95,1,3,9,103,4.0,100,7,3,2,0,5,Authority,Authority
753,753,347dbcf4-b50d-48e0-a81c-94ce6fc20784,2,The Inca,False,Diplomatic,100,1,5,13,72,4.0,100,7,3,0,0,4,Progress,Progress
754,754,347dbcf4-b50d-48e0-a81c-94ce6fc20784,3,Assyria,False,Diplomatic,92,1,5,9,36,5.0,100,7,3,2,0,4,Authority,Authority
755,755,347dbcf4-b50d-48e0-a81c-94ce6fc20784,4,The Celts,False,Diplomatic,102,1,6,9,12,4.0,100,13,9,6,0,5,Tradition,Tradition
756,756,3489b9fd-474a-4867-8506-18875772a625,1,The Maya,False,Domination,80,1,3,8,62,5.0,100,7,1,0,0,3,Progress,Authority
757,757,3489b9fd-474a-4867-8506-18875772a625,2,Carthage,False,Domination,97,1,5,13,32,11.0,100,7,3,0,0,4,Progress,Authority
758,758,3489b9fd-474a-4867-8506-18875772a625,3,Songhai,True,Domination,104,1,5,9,49,5.0,100,7,3,2,0,5,Authority,Authority
759,759,3489b9fd-474a-4867-8506-18875772a625,4,England,False,Domination,123,2,6,16,45,4.0,91,7,3,0,0,5,Authority,Authority
760,760,34b9fdce-7224-45c8-ab4e-5101f461a6ef,1,France,False,Cultural,112,1,6,13,71,4.0,100,8,3,0,0,6,Authority,Tradition
761,761,34b9fdce-7224-45c8-ab4e-5101f461a6ef,2,Germany,True,Cultural,89,1,4,12,104,7.0,100,7,3,0,0,3,Authority,Authority
762,762,34b9fdce-7224-45c8-ab4e-5101f461a6ef,3,Ethiopia,False,Cultural,93,1,4,12,46,5.0,100,7,3,4,0,4,Progress,Authority
763,763,34b9fdce-7224-45c8-ab4e-5101f461a6ef,4,Siam,False,Cultural,104,1,8,13,70,9.0,87,8,7,2,0,4,Tradition,Tradition
764,764,34fe8801-400d-4a20-acce-2ecc61841b0c,1,The Aztecs,True,Domination,132,2,6,20,34,4.0,100,7,3,4,0,5,Authority,Authority
765,765,34fe8801-400d-4a20-acce-2ecc61841b0c,2,The Netherlands,False,Domination,86,1,5,9,77,6.0,100,7,8,2,0,3,Tradition,Authority
766,766,34fe8801-400d-4a20-acce-2ecc61841b0c,3,Indonesia,False,Domination,90,1,4,9,32,8.0,100,7,3,0,0,4,Progress,Authority
767,767,34fe8801-400d-4a20-acce-2ecc61841b0c,4,The Huns,False,Domination,102,1,5,13,116,5.0,100,7,3,2,0,4,Authority,Authority
768,768,3512e10a-7112-479d-bbb7-b73df8ed422a,1,The Ottomans,False,Domination,90,1,6,9,44,7.0,100,8,6,2,0,3,Tradition,Tradition
769,769,3512e10a-7112-479d-bbb7-b73df8ed422a,2,Byzantium,False,Domination,89,1,4,13,49,4.0,100,7,3,0,0,3,Progress,Tradition
770,770,3512e10a-7112-479d-bbb7-b73df8ed422a,3,Siam,True,Domination,103,1,7,13,60,8.0,92,8,6,2,0,4,Tradition,Tradition
771,771,3512e10a-7112-479d-bbb7-b73df8ed422a,4,Austria,False,Domination,102,1,6,13,110,8.0,100,8,8,2,0,4,Tradition,Authority
772,772,35408688-f780-4350-9d41-ce558096f45a,1,France,False,Domination,144,2,6,16,55,4.0,100,7,3,5,0,5,Authority,Authority
773,773,35408688-f780-4350-9d41-ce558096f45a,2,Morocco,False,Domination,106,1,8,9,35,4.0,93,8,7,0,0,5,Tradition,Tradition
774,774,35408688-f780-4350-9d41-ce558096f45a,3,Poland,False,Domination,125,2,7,20,10,3.0,100,8,6,0,0,5,Tradition,Tradition
775,775,35408688-f780-4350-9d41-ce558096f45a,4,Japan,True,Domination,110,1,6,17,88,5.0,100,8,3,0,0,5,Authority,Authority
776,776,35c7010e-baf0-4a51-8928-ea67bd0a9105,1,Egypt,False,Cultural,113,1,7,13,48,6.0,100,8,6,2,0,5,Tradition,Tradition
777,777,35c7010e-baf0-4a51-8928-ea67bd0a9105,2,The Shoshone,True,Cultural,102,1,4,21,61,6.0,100,7,3,0,0,4,Progress,Progress
778,778,35c7010e-baf0-4a51-8928-ea67bd0a9105,3,The Aztecs,False,Cultural,101,1,5,9,71,8.0,100,7,3,1,0,5,Authority,Authority
779,779,35c7010e-baf0-4a51-8928-ea67bd0a9105,4,Germany,False,Cultural,95,1,4,9,18,3.0,100,7,3,2,0,5,Authority,Authority
780,780,35cc81e5-1eeb-491d-8cf2-aa5c1dc6ef84,1,Portugal,False,Domination,85,1,4,9,86,5.0,100,7,3,2,0,3,Progress,Progress
781,781,35cc81e5-1eeb-491d-8cf2-aa5c1dc6ef84,2,The Huns,True,Domination,99,1,4,13,28,5.0,100,7,3,3,0,4,Authority,Authority
782,782,35cc81e5-1eeb-491d-8cf2-aa5c1dc6ef84,3,America,False,Domination,98,1,5,9,101,5.0,100,7,3,2,0,4,Authority,Authority
783,783,35cc81e5-1eeb-491d-8cf2-aa5c1dc6ef84,4,Polynesia,False,Domination,99,1,5,13,38,5.0,100,7,3,0,0,4,Progress,Authority
784,784,3627f7e8-8a34-4d6f-b25e-b50b2810d537,1,The Aztecs,True,Domination,106,1,6,13,101,8.0,100,8,3,3,0,5,Authority,Authority
785,785,3627f7e8-8a34-4d6f-b25e-b50b2810d537,2,Songhai,False,Domination,101,1,5,9,39,6.0,100,7,5,4,0,5,Authority,Authority
786,786,3627f7e8-8a34-4d6f-b25e-b50b2810d537,3,The Inca,False,Domination,91,1,4,9,57,7.0,100,8,3,0,0,4,Progress,Progress
787,787,3627f7e8-8a34-4d6f-b25e-b50b2810d537,4,Persia,False,Domination,93,1,5,9,71,6.0,100,7,3,2,0,4,Authority,Authority
788,788,36609ecd-29db-40b0-aa5e-499517354bca,1,Rome,False,Cultural,94,1,4,9,94,8.0,100,7,3,2,0,4,Authority,Authority
789,789,36609ecd-29db-40b0-aa5e-499517354bca,2,The Netherlands,True,Cultural,87,1,6,9,55,12.0,100,8,9,2,0,3,Tradition,Authority
790,790,36609ecd-29db-40b0-aa5e-499517354bca,3,Indonesia,False,Cultural,82,1,4,9,61,3.0,100,7,3,2,0,3,Progress,Authority
791,791,36609ecd-29db-40b0-aa5e-499517354bca,4,Arabia,False,Cultural,109,1,8,13,55,6.0,87,8,7,0,0,4,Tradition,Progress
792,792,369487b8-ae05-474e-87fd-343f3df0cbca,1,Persia,False,Diplomatic,98,1,5,9,19,4.0,100,7,3,0,0,5,Authority,Tradition
793,793,369487b8-ae05-474e-87fd-343f3df0cbca,2,Germany,True,Diplomatic,106,1,6,17,97,6.0,100,8,3,3,0,4,Authority,Authority
794,794,369487b8-ae05-474e-87fd-343f3df0cbca,3,The Maya,False,Diplomatic,88,1,3,14,25,6.0,100,7,3,0,0,3,Progress,Authority
795,795,369487b8-ae05-474e-87fd-343f3df0cbca,4,Ethiopia,False,Diplomatic,97,1,5,13,7,5.0,100,7,3,2,0,4,Progress,Authority
796,796,36c79811-9df1-419f-bf6e-a5345bc5b98c,1,Korea,False,Domination,83,1,4,9,13,6.0,100,7,3,2,0,3,Progress,Tradition
797,797,36c79811-9df1-419f-bf6e-a5345bc5b98c,2,Russia,True,Domination,94,1,4,13,52,5.0,100,7,3,2,0,4,Progress,Authority
798,798,36c79811-9df1-419f-bf6e-a5345bc5b98c,3,Arabia,False,Domination,95,1,6,9,63,6.0,100,8,3,0,0,4,Progress,Progress
799,799,36c79811-9df1-419f-bf6e-a5345bc5b98c,4,Songhai,False,Domination,128,2,6,20,62,5.0,100,7,3,2,0,5,Authority,Authority
800,800,36d25555-1cbc-477b-ab0a-f2420458960c,1,China,False,Domination,91,1,4,9,23,8.0,100,7,3,2,0,4,Progress,Authority
801,801,36d25555-1cbc-477b-ab0a-f2420458960c,2,Mongolia,False,Domination,100,1,5,9,35,4.0,100,7,3,2,0,5,Authority,Authority
802,802,36d25555-1cbc-477b-ab0a-f2420458960c,3,India,False,Domination,98,1,6,13,63,9.0,100,8,6,3,0,3,Tradition,Authority
803,803,36d25555-1cbc-477b-ab0a-f2420458960c,4,Assyria,True,Domination,124,1,6,12,76,4.0,91,9,6,0,0,4,Authority,Tradition
804,804,372522a6-a669-4fde-b421-35c064684a93,1,Rome,True,Domination,100,1,5,13,70,4.0,100,7,3,2,0,4,Authority,Authority
805,805,372522a6-a669-4fde-b421-35c064684a93,2,Indonesia,False,Domination,93,1,5,9,77,6.0,100,7,5,2,0,4,Tradition,Authority
806,806,372522a6-a669-4fde-b421-35c064684a93,3,Austria,False,Domination,101,1,8,9,30,4.0,87,8,7,0,0,4,Tradition,Tradition
807,807,372522a6-a669-4fde-b421-35c064684a93,4,Carthage,False,Domination,92,1,5,9,69,12.0,100,7,3,0,0,4,Progress,Authority
808,808,3748f6e0-6068-47fb-955b-188c8b45de46,1,Egypt,False,Cultural,92,1,4,9,53,3.0,100,7,3,2,0,4,Progress,Tradition
809,809,3748f6e0-6068-47fb-955b-188c8b45de46,2,Spain,True,Cultural,98,1,5,9,39,7.0,100,8,3,3,0,4,Authority,Authority
810,810,3748f6e0-6068-47fb-955b-188c8b45de46,3,Japan,False,Cultural,97,1,5,13,46,4.0,100,9,3,2,0,4,Authority,Authority
811,811,3748f6e0-6068-47fb-955b-188c8b45de46,4,The Inca,False,Cultural,86,1,3,13,71,4.0,100,8,3,2,0,3,Progress,Progress
812,812,374c3eae-3ca2-4515-ac33-419f04db27d5,1,Indonesia,False,Domination,94,1,4,13,17,4.0,100,7,3,2,0,4,Progress,Authority
813,813,374c3eae-3ca2-4515-ac33-419f04db27d5,2,Poland,False,Domination,101,1,5,13,78,4.0,100,7,5,2,0,4,Tradition,Tradition
814,814,374c3eae-3ca2-4515-ac33-419f04db27d5,3,The Zulus,True,Domination,97,1,6,13,51,8.0,100,8,3,2,0,3,Authority,Authority
815,815,374c3eae-3ca2-4515-ac33-419f04db27d5,4,Russia,False,Domination,59,1,4,9,14,8.0,100,7,3,0,0,4,Progress,Tradition
816,816,379c4c4c-5bfc-4119-addf-b346598b1ef0,1,America,True,Domination,116,2,5,16,65,6.0,100,7,3,6,0,4,Authority,Authority
817,817,379c4c4c-5bfc-4119-addf-b346598b1ef0,2,Portugal,False,Domination,105,1,6,13,35,5.0,100,8,6,0,0,5,Tradition,Tradition
818,818,379c4c4c-5bfc-4119-addf-b346598b1ef0,3,Egypt,False,Domination,114,1,5,8,62,8.0,100,7,3,2,0,4,Progress,Authority
819,819,379c4c4c-5bfc-4119-addf-b346598b1ef0,4,Arabia,False,Domination,98,1,7,9,35,7.0,100,8,6,0,0,4,Tradition,Progress
820,820,38f88492-98e8-47e4-8ac4-3c1d71d41ae2,1,The Iroquois,True,Domination,103,1,5,13,34,5.0,100,7,3,3,0,4,Authority,Authority
821,821,38f88492-98e8-47e4-8ac4-3c1d71d41ae2,2,Russia,False,Domination,98,1,4,13,44,5.0,100,8,3,0,0,4,Progress,Authority
822,822,38f88492-98e8-47e4-8ac4-3c1d71d41ae2,3,Carthage,False,Domination,101,1,6,13,14,5.0,91,8,3,0,0,4,Progress,Authority
823,823,38f88492-98e8-47e4-8ac4-3c1d71d41ae2,4,Morocco,False,Domination,99,1,7,13,59,10.0,92,8,6,2,0,3,Tradition,Authority
824,824,392741a1-3201-492a-9865-3ac8df6e9e4f,1,Rome,False,Domination,111,1,6,17,35,1.0,100,8,3,2,0,5,Authority,Tradition
825,825,392741a1-3201-492a-9865-3ac8df6e9e4f,2,The Maya,False,Domination,91,1,6,9,22,5.0,100,8,6,0,0,3,Tradition,Authority
826,826,392741a1-3201-492a-9865-3ac8df6e9e4f,3,Carthage,False,Domination,84,1,5,9,19,11.0,100,7,3,2,0,3,Progress,Authority
827,827,392741a1-3201-492a-9865-3ac8df6e9e4f,4,The Inca,True,Domination,93,1,2,13,65,5.0,100,8,3,2,0,4,Progress,Progress
828,828,39542bfe-8ac8-4b81-bde1-08145fca0353,1,Poland,True,Cultural,104,1,7,13,57,5.0,100,8,6,2,0,4,Tradition,Tradition
829,829,39542bfe-8ac8-4b81-bde1-08145fca0353,2,Greece,False,Cultural,102,1,7,13,34,6.0,100,8,6,0,0,4,Tradition,Tradition
830,830,39542bfe-8ac8-4b81-bde1-08145fca0353,3,Mongolia,False,Cultural,100,1,5,9,4,4.0,100,7,3,0,0,5,Authority,Tradition
831,831,39542bfe-8ac8-4b81-bde1-08145fca0353,4,The Netherlands,False,Cultural,89,1,5,9,59,8.0,100,7,8,0,0,3,Tradition,Progress
832,832,397ce5d4-a09e-4607-9a04-55aabdf90e41,1,Denmark,True,Domination,111,1,6,17,40,5.0,100,8,3,2,0,5,Authority,Tradition
833,833,397ce5d4-a09e-4607-9a04-55aabdf90e41,2,Persia,False,Domination,106,1,6,13,21,4.0,100,8,3,0,0,5,Authority,Authority
834,834,397ce5d4-a09e-4607-9a04-55aabdf90e41,3,The Ottomans,False,Domination,87,1,3,13,59,4.0,100,7,3,0,0,4,Progress,Tradition
835,835,397ce5d4-a09e-4607-9a04-55aabdf90e41,4,Arabia,False,Domination,107,1,7,13,58,6.0,100,8,6,0,0,4,Tradition,Progress
836,836,399aa929-3fff-4a36-aa88-3e9246635f96,1,Russia,False,Domination,100,1,5,9,60,2.0,100,7,3,2,0,5,Progress,Authority
837,837,399aa929-3fff-4a36-aa88-3e9246635f96,2,Babylon,True,Domination,85,1,4,9,48,5.0,100,7,4,2,0,3,Progress,Authority
838,838,399aa929-3fff-4a36-aa88-3e9246635f96,3,Byzantium,False,Domination,88,1,5,9,39,8.0,100,7,3,2,0,3,Progress,Tradition
839,839,399aa929-3fff-4a36-aa88-3e9246635f96,4,England,False,Domination,98,1,5,9,76,6.0,100,7,3,2,0,5,Authority,Tradition
840,840,39e4142e-b13d-42e1-b5ce-7608e16be398,1,Indonesia,True,Cultural,96,1,5,13,48,7.0,100,7,3,0,0,4,Progress,Authority
841,841,39e4142e-b13d-42e1-b5ce-7608e16be398,2,Russia,False,Cultural,105,1,5,13,53,7.0,100,7,3,0,0,5,Progress,Tradition
842,842,39e4142e-b13d-42e1-b5ce-7608e16be398,3,The Huns,False,Cultural,91,1,4,9,66,4.0,100,8,3,2,0,4,Authority,Authority
843,843,39e4142e-b13d-42e1-b5ce-7608e16be398,4,Sweden,False,Cultural,109,1,5,9,31,4.0,100,7,3,2,0,6,Authority,Tradition
844,844,3a229a2e-76af-4406-85c9-4a43d50a50de,1,Brazil,True,Cultural,99,1,8,9,31,8.0,100,8,7,0,0,4,Tradition,Tradition
845,845,3a229a2e-76af-4406-85c9-4a43d50a50de,2,The Aztecs,False,Cultural,97,1,4,9,32,3.0,100,7,3,2,0,5,Authority,Authority
846,846,3a229a2e-76af-4406-85c9-4a43d50a50de,3,Polynesia,False,Cultural,92,1,7,9,57,10.0,100,8,6,2,0,3,Tradition,Authority
847,847,3a229a2e-76af-4406-85c9-4a43d50a50de,4,The Inca,False,Cultural,98,1,4,9,21,4.0,100,8,3,2,0,5,Progress,Tradition
848,848,3a8b25de-69f7-42a2-8131-4cd8f7e59f7e,1,Siam,True,Cultural,97,1,6,9,15,6.0,100,8,6,2,0,4,Tradition,Tradition
849,849,3a8b25de-69f7-42a2-8131-4cd8f7e59f7e,2,Venice,False,Cultural,102,1,7,13,21,6.0,100,8,7,0,0,4,Tradition,Tradition
850,850,3a8b25de-69f7-42a2-8131-4cd8f7e59f7e,3,Babylon,False,Cultural,83,1,4,9,57,4.0,100,7,3,2,0,3,Progress,Authority
851,851,3a8b25de-69f7-42a2-8131-4cd8f7e59f7e,4,The Inca,False,Cultural,81,1,2,9,49,4.0,100,7,3,2,0,3,Progress,Progress
852,852,3b9a4dbe-9992-4ce2-b5d1-66d5ca933642,1,Morocco,False,Domination,112,1,7,13,38,8.0,100,8,6,0,0,5,Tradition,Tradition
853,853,3b9a4dbe-9992-4ce2-b5d1-66d5ca933642,2,Persia,False,Domination,99,1,4,9,82,2.0,100,7,3,0,0,5,Authority,Tradition
854,854,3b9a4dbe-9992-4ce2-b5d1-66d5ca933642,3,Assyria,False,Domination,105,1,5,17,15,5.0,100,7,3,2,0,4,Authority,Authority
855,855,3b9a4dbe-9992-4ce2-b5d1-66d5ca933642,4,Japan,True,Domination,90,1,3,9,25,3.0,100,7,3,2,0,4,Authority,Authority
856,856,3ba57e4a-5aaa-4e27-a6fd-613f98bd22f1,1,The Ottomans,False,Diplomatic,90,1,4,9,74,6.0,100,7,3,2,0,4,Progress,Tradition
857,857,3ba57e4a-5aaa-4e27-a6fd-613f98bd22f1,2,Germany,True,Diplomatic,98,1,5,13,90,9.0,100,7,3,2,0,4,Authority,Authority
858,858,3ba57e4a-5aaa-4e27-a6fd-613f98bd22f1,3,Songhai,False,Diplomatic,99,1,4,9,11,2.0,100,7,3,2,0,5,Authority,Authority
859,859,3ba57e4a-5aaa-4e27-a6fd-613f98bd22f1,4,Indonesia,False,Diplomatic,52,1,5,12,14,4.0,100,7,3,0,0,3,Progress,Authority
860,860,3bf5e853-51a9-4cc9-b4e1-6c286c9ca44f,1,Russia,False,Cultural,106,1,6,17,47,6.0,100,8,6,2,0,4,Tradition,Authority
861,861,3bf5e853-51a9-4cc9-b4e1-6c286c9ca44f,2,The Inca,True,Cultural,99,1,4,9,56,7.0,100,9,3,0,0,5,Progress,Tradition
862,862,3bf5e853-51a9-4cc9-b4e1-6c286c9ca44f,3,Portugal,False,Cultural,94,1,4,13,21,6.0,100,7,3,2,0,4,Progress,Authority
863,863,3bf5e853-51a9-4cc9-b4e1-6c286c9ca44f,4,Poland,False,Cultural,112,1,8,13,34,6.0,87,8,7,0,0,5,Tradition,Tradition
864,864,3c1b1bdf-95fd-45dd-92e4-78a480345ef9,1,The Zulus,False,Domination,92,1,5,9,74,6.0,100,7,3,0,0,4,Authority,Authority
865,865,3c1b1bdf-95fd-45dd-92e4-78a480345ef9,2,Mongolia,True,Domination,105,1,5,17,144,7.0,100,7,3,2,0,4,Authority,Authority
866,866,3c1b1bdf-95fd-45dd-92e4-78a480345ef9,3,France,False,Domination,94,1,5,9,68,4.0,100,7,3,2,0,4,Authority,Authority
867,867,3c1b1bdf-95fd-45dd-92e4-78a480345ef9,4,America,False,Domination,98,1,4,9,41,5.0,100,7,3,2,0,5,Authority,Authority
868,868,3c7daa94-9045-4dcd-94ad-64b059387802,1,Portugal,False,Cultural,93,1,4,13,46,8.0,100,7,3,2,0,4,Progress,Authority
869,869,3c7daa94-9045-4dcd-94ad-64b059387802,2,Persia,True,Cultural,90,1,3,9,62,5.0,100,7,3,3,0,4,Authority,Authority
870,870,3c7daa94-9045-4dcd-94ad-64b059387802,3,The Maya,False,Cultural,104,1,6,19,59,8.0,100,8,6,2,0,3,Tradition,Authority
871,871,3c7daa94-9045-4dcd-94ad-64b059387802,4,The Huns,False,Cultural,108,1,6,13,14,7.0,100,8,3,0,0,5,Authority,Tradition
872,872,3c918023-692d-44df-b73c-a945768ffcee,1,The Iroquois,True,Domination,96,1,4,13,32,2.0,100,7,3,2,0,4,Authority,Authority
873,873,3c918023-692d-44df-b73c-a945768ffcee,2,Songhai,False,Domination,87,1,4,9,178,8.0,100,7,3,2,0,3,Authority,Authority
874,874,3c918023-692d-44df-b73c-a945768ffcee,3,Greece,False,Domination,91,1,4,13,22,5.0,100,7,3,2,0,4,Progress,Authority
875,875,3c918023-692d-44df-b73c-a945768ffcee,4,Carthage,False,Domination,99,1,5,16,83,6.0,100,7,3,0,0,4,Progress,Authority
876,876,3d2fe544-aebb-448d-bc65-32866c4e23ce,1,Morocco,True,Diplomatic,94,1,4,9,46,3.0,100,7,5,2,0,4,Tradition,Authority
877,877,3d2fe544-aebb-448d-bc65-32866c4e23ce,2,Ethiopia,False,Diplomatic,94,1,4,13,76,6.0,100,7,3,4,0,4,Progress,Authority
878,878,3d2fe544-aebb-448d-bc65-32866c4e23ce,3,Babylon,False,Diplomatic,104,1,5,17,78,5.0,100,7,3,0,0,4,Progress,Authority
879,879,3d2fe544-aebb-448d-bc65-32866c4e23ce,4,Sweden,False,Diplomatic,84,1,4,9,103,6.0,100,8,3,3,0,3,Authority,Authority
880,880,3d75a037-3ef4-4596-8b6e-f134b8a0248f,1,Polynesia,True,Cultural,98,1,7,17,46,7.0,92,8,6,2,0,3,Tradition,Authority
881,881,3d75a037-3ef4-4596-8b6e-f134b8a0248f,2,Siam,False,Cultural,100,1,6,13,44,5.0,100,8,6,2,0,4,Tradition,Tradition
882,882,3d75a037-3ef4-4596-8b6e-f134b8a0248f,3,Austria,False,Cultural,91,1,6,13,63,4.0,100,8,6,2,0,3,Tradition,Authority
883,883,3d75a037-3ef4-4596-8b6e-f134b8a0248f,4,France,False,Cultural,110,1,6,13,16,7.0,100,8,3,0,0,5,Authority,Tradition
884,884,3dadb21e-f083-4c73-95c3-7559fa42ca66,1,Poland,False,Cultural,93,1,5,9,55,7.0,100,7,5,2,0,4,Tradition,Tradition
885,885,3dadb21e-f083-4c73-95c3-7559fa42ca66,2,Sweden,False,Cultural,98,1,4,9,53,7.0,100,7,3,0,0,5,Authority,Tradition
886,886,3dadb21e-f083-4c73-95c3-7559fa42ca66,3,Indonesia,False,Cultural,92,1,5,9,18,6.0,100,7,3,0,0,4,Progress,Authority
887,887,3dadb21e-f083-4c73-95c3-7559fa42ca66,4,Arabia,True,Cultural,92,1,4,9,42,4.0,100,7,3,1,0,4,Progress,Progress
888,888,3dd8aa2e-5e87-447f-84c1-5a0f8f95105c,1,Spain,True,Domination,91,1,3,9,48,5.0,100,7,3,3,0,4,Authority,Authority
889,889,3dd8aa2e-5e87-447f-84c1-5a0f8f95105c,2,The Aztecs,False,Domination,98,1,5,13,112,6.0,100,7,3,4,0,4,Authority,Authority
890,890,3dd8aa2e-5e87-447f-84c1-5a0f8f95105c,3,China,False,Domination,109,1,8,9,61,7.0,93,8,7,0,0,5,Tradition,Tradition
891,891,3dd8aa2e-5e87-447f-84c1-5a0f8f95105c,4,Carthage,False,Domination,98,1,5,13,18,6.0,100,7,3,0,0,4,Progress,Authority
892,892,3de34ead-4e26-42bf-a6db-3301f9f62712,1,The Shoshone,True,Cultural,100,1,3,22,74,7.0,100,7,3,2,0,3,Progress,Progress
893,893,3de34ead-4e26-42bf-a6db-3301f9f62712,2,The Celts,False,Cultural,96,1,6,9,74,3.0,100,8,6,2,0,4,Tradition,Tradition
894,894,3de34ead-4e26-42bf-a6db-3301f9f62712,3,Sweden,False,Cultural,101,1,5,9,66,6.0,100,7,3,2,0,5,Authority,Tradition
895,895,3de34ead-4e26-42bf-a6db-3301f9f62712,4,Poland,False,Cultural,94,1,5,9,28,4.0,100,7,5,0,0,4,Tradition,Tradition
896,896,3e00dbf7-1ec1-4a88-a299-27fbfb13d9ff,1,The Aztecs,False,Cultural,94,1,6,9,60,4.0,100,8,3,2,0,4,Authority,Authority
897,897,3e00dbf7-1ec1-4a88-a299-27fbfb13d9ff,2,Germany,True,Cultural,118,1,5,9,112,3.0,100,8,5,3,0,4,Authority,Authority
